location,name,country,province,kg_n_per_year,capacity,country_code,name_en,kg_p_per_year
"13.097778, -86.353056",Estadio Independencia,,,181.0,4800.0,,Estadio Independencia,9.24
"13.0978, -86.3529",Estadio Independencia,,,181.0,4800.0,,Estadio Independencia,9.24
"13.097778, -86.353056",Estadio Independencia,,,189.0,5000.0,,Estadio Independencia,9.24
"13.0978, -86.3529",Estadio Independencia,,,189.0,5000.0,,Estadio Independencia,9.24
"-26.443, 31.2055",Somhlolo National Stadium,,,756.0,20000.0,,Somhlolo National Stadium,58.52
"14.967045, -91.7917",Estadio Marquesa de la Ensenada,,,378.0,10000.0,,Estadio Marquesa de la Ensenada,23.1
"35.246944, -3.933333",Stade Mimoun Al Arsi,,,454.0,12000.0,,Stade Mimoun Al Arsi,27.72
"-21.37836, 55.61466",Stade Raphaël Babet,France,La Réunion,45.0,1200.0,FR,Stade Raphaël Babet,2.31
"46.9844, 28.667",Suruceni Stadium,,,57.0,1500.0,,Suruceni Stadium,2.8875
"9.31667, 42.1167",Harrar Bira Stadium,,,,,,Harrar Bira Stadium,0
"39.544091, 54.349521",Balkanabat Stadium,,,378.0,10000.0,,Balkanabat Stadium,23.1
"43.89956, 12.90554",Stadio Tonino Benelli,,,185.0,4898.0,,Stadio Tonino Benelli,9.42865
"25.305833333, 49.612777777",Prince Abdullah bin Jalawi Sports City,,,1041.0,27550.0,,Prince Abdullah bin Jalawi Sports City,80.6113
"25.305833, 49.612778",Prince Abdullah bin Jalawi Sports City,,,1041.0,27550.0,,Prince Abdullah bin Jalawi Sports City,80.6113
"56.6411, 47.8747",Q4168742,,,473.0,12500.0,,Q4168742,28.875
"-29.682, -51.053",Estádio Sady Arnildo Schmidt,,,132.0,3500.0,,Estádio Sady Arnildo Schmidt,6.7375
"55.8494, 49.0864",Rubin Stadium,,,,,,Rubin Stadium,0
"56.849, 53.2316",Q4504243,,,586.0,15500.0,,Q4504243,45.353
"13.646667, 100.492778",72-years Anniversary Stadium,,,302.0,8000.0,,72-years Anniversary Stadium,18.48
"27.189167, 31.176389",Asiut University Stadium,,,945.0,25000.0,,Asiut University Stadium,73.15
"51.3675, -0.204444444",Gander Green Lane,,,266.0,7032.0,,Gander Green Lane,16.2439
"42.227457, -8.735936",Campo de Coia,Spain,Galicia,,,ES,Campo de Coia,0
"28.966697, -13.554307",Ciudad Deportiva de Lanzarote,Spain,Canarias,265.0,7000.0,ES,Ciudad Deportiva de Lanzarote,16.17
"54.750694, -6.001942",Dixon Park,,,151.0,4000.0,,Dixon Park,7.7
"-32.890786, -68.862777",autista Tragantini Stadium,,,529.0,14000.0,,autista Tragantini Stadium,32.34
"-2.740438888, -78.843611111",Estadio Jorge Andrade,,,567.0,15000.0,,Estadio Jorge Andrade,43.89
"13.671667, -89.299444",Estadio Las Delicias,,,378.0,10000.0,,Estadio Las Delicias,23.1
"-32.8876, -71.252",Estadio Municipal Lucio Fariña Fernández,,,290.0,7680.0,,Estadio Municipal Lucio Fariña Fernández,17.7408
"-21.75972222, -41.34083333",Estádio Godofredo Cruz,,,,,,Estádio Godofredo Cruz,0
"16.753258333, -22.938833333",Estádio Marcelo Leitão,,,57.0,1500.0,,Estádio Marcelo Leitão,2.8875
"16.8825, -24.985277777",Estádio Municipal Adérito Sena,,,189.0,5000.0,,Estádio Municipal Adérito Sena,11.55
"16.8825, -24.985277777",Estádio Municipal Adérito Sena,,,189.0,5000.0,,Estádio Municipal Adérito Sena,11.55
"41.43511111, 22.02336111",Gradski Stadion Kavadarci,MK,Severna Makedonija,284.0,7500.0,MK,Gradski Stadion Kavadarci,17.325
"39.911, 41.238",Kazım Karabekir Stadium,TR,"Erzurum, Erzincan, Bayburt",896.0,23700.0,TR,Kazım Karabekir Stadium,69.3462
"59.5703, 9.2704",Notodden Stadion,Norway,Agder og Sør-Østlandet,113.0,3000.0,NO,Notodden Stadion,5.775
"10.27652778, 11.16847222",Pantami Stadium,,,454.0,12000.0,,Pantami Stadium,27.72
"27.99749, -82.107911",Plant City Stadium,,,253.0,6700.0,,Plant City Stadium,15.477
"24.334584, 56.743017",Sohar Regional Sports Complex,,,718.0,19000.0,,Sohar Regional Sports Complex,55.594
"-1.559111111, 13.22725",Stade Henri-Sylvoz,,,359.0,9500.0,,Stade Henri-Sylvoz,21.945
"-17.556534, -149.595305",Stade Louis Ganivet,,,189.0,5000.0,,Stade Louis Ganivet,11.55
"35.9333, 0.083333",Stade Mohamed Bensaïd,,,680.0,18000.0,,Stade Mohamed Bensaïd,52.668
"5.14167, 10.5347",Stade Municipal de Bangangté,,,76.0,2000.0,,Stade Municipal de Bangangté,3.85
"13.50355, 7.0979",Stade de Maradi,,,378.0,10000.0,,Stade de Maradi,23.1
"45.466389, 7.884167",Stadio Gino Pistoni,Italy,Piemonte,132.0,3500.0,IT,Stadio Gino Pistoni,6.7375
"19.2987, -81.3767",T.E. McField Sports Centre,,,95.0,2500.0,,T.E. McField Sports Centre,4.8125
"27.219234, 56.343936",Khalij-e Fars Stadium,,,378.0,10000.0,,Khalij-e Fars Stadium,23.1
"-19.7394, -47.9397",Uberabão,,,945.0,25000.0,,Uberabão,73.15
"-15.836146, -48.080657",Serejão,,,1323.0,35000.0,,Serejão,102.41
"43.6137, -5.80009",Estadio Municipal de Miramar,Spain,Principado de Asturias,132.0,3500.0,ES,Estadio Municipal de Miramar,6.7375
"-23.0571634, -54.1900279",Q10277034,,,,,,Q10277034,0
"49.8991, 18.1953",Q12039421,Czechia,Moravskoslezsko,,,CZ,Q12039421,0
"45.1825, 28.779722",Stadionul Delta,Romania,Sud-Est,454.0,12000.0,RO,Stadionul Delta,27.72
"54.84980278, -5.82625833",Inver Park,,,42.0,1100.0,,Inver Park,2.1175
"41.09333333, 45.36611111",Qazakh City Stadium,,,567.0,15000.0,,Qazakh City Stadium,43.89
"52.799, -1.6354",Peel Croft,,,,,,Peel Croft,0
"14.6458, -16.2296",Stade Municipal de Djourbel,,,,,,Stade Municipal de Djourbel,0
"17.199444444, -25.09275",Estádio João Serra,,,,,,Estádio João Serra,0
"35.05307, 33.95666",Anagennisi Football Ground,Cyprus,Kýpros,68.0,1800.0,CY,Anagennisi Football Ground,3.465
"34.736166666, 33.160694444",Parekklisia Community Stadium,Cyprus,Kýpros,113.0,3000.0,CY,Parekklisia Community Stadium,5.775
"53.208611, 6.510833",Sportpark Hoogkerk,Netherlands,Groningen,,,NL,Sportpark Hoogkerk,0
"43.53394, -7.94117",Q25511399,Spain,Galicia,,,ES,Q25511399,0
"14.8697, -24.6913",Estádio Aquiles de Oliveira,,,,,,Estádio Aquiles de Oliveira,0
"41.997533333, 2.279222222",Estadi Municipal de Manlleu,Spain,Cataluña,151.0,4000.0,ES,Estadi Municipal de Manlleu,7.7
"38.9138, 1.41511",Estadi Municipal de Can Misses,Spain,Illes Balears,227.0,6000.0,ES,Estadi Municipal de Can Misses,13.86
"43.2428, 5.38931",Stade Roger-Lebert,France,Provence-Alpes-Côte d’Azur,,,FR,Stade Roger-Lebert,0
"45.521388888, -122.691666666",Providence Park,,,953.0,25218.0,,Providence Park,73.7879
"50.95194444, 3.10527778",Schiervelde Stadion,Belgium,Prov. West-Vlaanderen,367.0,9700.0,BE,Schiervelde Stadion,22.407
"-34.897864, -56.153556",Parque Palermo,,,246.0,6500.0,,Parque Palermo,15.015
"-32.359708, -54.169328",Estadio Arquitecto Antonio Eleuterio Ubilla,,,1.0,15.0,,Estadio Arquitecto Antonio Eleuterio Ubilla,0.028875
"48.81716, 2.34511",Stade Charléty,France,Ile-de-France,756.0,20000.0,FR,Stade Charléty,58.52
"39.0953, 121.7191",Dalian Jinzhou Stadium,,,1172.0,31000.0,,Dalian Jinzhou Stadium,90.706
"55.9384, -4.56144",Dumbarton Football Stadium,,,76.0,2020.0,,Dumbarton Football Stadium,3.8885
"5.10194444, 7.37583333",Enyimba International Stadium,,,945.0,25000.0,,Enyimba International Stadium,73.15
"36.656646, 117.110052",Jinan Olympic Sports Center Stadium,,,2268.0,60000.0,,Jinan Olympic Sports Center Stadium,231
"41.27638889, -8.33944444",Complexo Desportivo do Sport Clube de Freamunde,Portugal,Norte,148.0,3919.0,PT,Complexo Desportivo do Sport Clube de Freamunde,7.54408
"42.335493, 69.593568",Kazhimukan Munaitpasov Stadium,,,756.0,20000.0,,Kazhimukan Munaitpasov Stadium,58.52
"55.9448, -4.03709",Broadwood Stadium,,,300.0,7936.0,,Broadwood Stadium,18.3322
"-7.253889, -35.880833",Amigão,,,1323.0,35000.0,,Amigão,102.41
"33.371944, 130.520278",Tosu Stadium,,,926.0,24490.0,,Tosu Stadium,71.6577
"42.901751, 71.382224",Taraz Central Stadium,,,473.0,12525.0,,Taraz Central Stadium,28.9327
"42.343611, 14.136389",Stadio Guido Angelini,Italy,Abruzzo,283.0,7499.0,IT,Stadio Guido Angelini,17.3227
"51.8025, 4.69",M-Scores Stadion,Netherlands,Zuid-Holland,154.0,4077.0,NL,M-Scores Stadion,7.84823
"51.8025, 4.69",M-Scores Stadion,Netherlands,Zuid-Holland,160.0,4235.0,NL,M-Scores Stadion,7.84823
"56.09981389, -3.16833611",Stark's Park,,,320.0,8473.0,,Stark's Park,19.5726
"25.317155, 51.512366",Qatar SC Stadium,,,454.0,12000.0,,Qatar SC Stadium,27.72
"46.49234, 11.345385",Stadio Druso,Italy,Provincia Autonoma di Bolzano/Bozen,208.0,5500.0,IT,Stadio Druso,12.705
"38.319167, 140.881944",Yurtec Stadium Sendai,,,744.0,19694.0,,Yurtec Stadium Sendai,57.6246
"47.168056, 20.199722",Tiszaligeti Stadion,Hungary,Észak-Alföld,151.0,4000.0,HU,Tiszaligeti Stadion,7.7
"42.453333, -2.453333",Estadio Las Gaunas,Spain,La Rioja,605.0,16000.0,ES,Estadio Las Gaunas,46.816
"36.759889, 2.995194",Stade 5 Juillet 1962,,,2880.0,76200.0,,Stade 5 Juillet 1962,293.37
"51.540556, 4.454167",Atik Stadion,Netherlands,Noord-Brabant,189.0,4995.0,NL,Atik Stadion,9.61538
"43.12612, 5.90218",Bon Rencontre Stadium,France,Provence-Alpes-Côte d’Azur,310.0,8200.0,FR,Bon Rencontre Stadium,18.942
"35.469166666, 139.603611111",Nippatsu Mitsuzawa Stadium,,,569.0,15046.0,,Nippatsu Mitsuzawa Stadium,44.0246
"33.582867, -7.646817",Mohammed V Stadium,,,2533.0,67000.0,,Mohammed V Stadium,257.95
"34.733611111, 10.746111111",Taieb Mhiri Stadium,,,416.0,11000.0,,Taieb Mhiri Stadium,25.41
"23.573055555, 58.399444444",Sultan Qaboos Sports Complex,,,1285.0,34000.0,,Sultan Qaboos Sports Complex,99.484
"55.7822, -4.0585",New Douglas Park,,,230.0,6078.0,,New Douglas Park,14.0402
"41.639361111, 46.652805555",Zaqatala City Stadium,,,132.0,3500.0,,Zaqatala City Stadium,6.7375
"52.774722, 6.945556",De Oude Meerdijk,Netherlands,Drenthe,325.0,8600.0,NL,De Oude Meerdijk,19.866
"50.855, 4.310556",Edmond Machtens Stadium,Belgium,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,416.0,11000.0,BE,Edmond Machtens Stadium,25.41
"50.95697, 1.90184",Stade de l'Épopée,,,470.0,12432.0,,Stade de l'Épopée,28.7179
"35.7862, -78.7551",WakeMed Soccer Park,,,378.0,10000.0,,WakeMed Soccer Park,23.1
"32.870888888, -79.919766666",MUSC Health Stadium,,,193.0,5100.0,,MUSC Health Stadium,11.781
"41.621267, 0.614147",Camp d'Esports,Spain,Cataluña,567.0,15000.0,ES,Camp d'Esports,43.89
"50.883889, 4.070833",Florent Beeckmanstadion,Belgium,Prov. Oost-Vlaanderen,454.0,12000.0,BE,Florent Beeckmanstadion,27.72
"36.186944, 5.393056",Stade 8 Mai 1945,,,945.0,25000.0,,Stade 8 Mai 1945,73.15
"20.535, -100.818333",Monumental Stadium football Miguel Aleman Valdes,,,1221.0,32300.0,,Monumental Stadium football Miguel Aleman Valdes,94.5098
"27.980278, -82.506667",George M. Steinbrenner Field,,,417.0,11026.0,,George M. Steinbrenner Field,25.4701
"46.559528, 16.4508",Lendava Sports Park,Slovenia,Vzhodna Slovenija,76.0,2020.0,SI,Lendava Sports Park,3.8885
"51.1703, 4.96834",De Leunen,Belgium,Prov. Antwerpen,398.0,10524.0,BE,De Leunen,24.3104
"37.638817, -1.735122",Estadio Francisco Artés Carrasco,Spain,Región de Murcia,307.0,8120.0,ES,Estadio Francisco Artés Carrasco,18.7572
"44.638611, 22.667222",Stadionul Municipal,Romania,Sud-Vest Oltenia,758.0,20054.0,RO,Stadionul Municipal,58.678
"43.3106, -3.00972",Las Llanas Municipal Stadium,Spain,País Vasco,165.0,4367.0,ES,Las Llanas Municipal Stadium,8.40648
"33.6954, -7.39919","Stade El Bachir, Mohammédia",,,567.0,15000.0,,"Stade El Bachir, Mohammédia",43.89
"9.97276, -84.0069",Q3495782,,,95.0,2500.0,,Q3495782,4.8125
"9.32611111, 13.39916667",Roumdé Adjia Stadium,,,832.0,22000.0,,Roumdé Adjia Stadium,64.372
"38.336558, 140.378558",ND Soft Stadium Yamagata,,,805.0,21292.0,,ND Soft Stadium Yamagata,62.3004
"43.669028, 10.644222",Stadio Ettore Mannucci,Italy,Toscana,152.0,4014.0,IT,Stadio Ettore Mannucci,7.72695
"37.6014, 15.1585",Stadio Aci e Galatea,,,302.0,8000.0,,Stadio Aci e Galatea,18.48
"48.7346, 44.5481",Volgograd Arena,,,1722.0,45568.0,,Volgograd Arena,175.437
"56.18708, -3.01315","Bayview Park, Methil",,,,,,"Bayview Park, Methil",0
"56.1887, -2.99902",Bayview Stadium,,,75.0,1980.0,,Bayview Stadium,3.8115
"55.94784167, -4.55129722",Boghead Park,,,,,,Boghead Park,0
"10.223403, -68.0115",Estadio Misael Delgado,,,378.0,10000.0,,Estadio Misael Delgado,23.1
"-7.2242, -39.3178",Estádio Mauro Sampaio,,,605.0,16000.0,,Estádio Mauro Sampaio,46.816
"-21.7875, -43.378056",Estádio Municipal Radialista Mário Helênio,,,1204.0,31863.0,,Estádio Municipal Radialista Mário Helênio,93.2311
"-22.585503, -43.305108",Estádio Romário de Souza Faria,,,378.0,10000.0,,Estádio Romário de Souza Faria,23.1
"-34.87235, -56.057325",Estadio Victor Della Valle,,,227.0,6000.0,,Estadio Victor Della Valle,13.86
"2.45444, -76.5917",Estadio Ciro López,,,113.0,3000.0,,Estadio Ciro López,5.775
"4.139166666, -73.619166666",Estadio Bello Horizonte - Rey Pelé,,,567.0,15000.0,,Estadio Bello Horizonte - Rey Pelé,43.89
"27.7685, -82.6331",Al Lang Stadium,,,273.0,7227.0,,Al Lang Stadium,16.6944
"25.372711, 51.469267",Lekhwiya Sports Stadium,,,340.0,9000.0,,Lekhwiya Sports Stadium,20.79
"1.33327, 103.719",Jurong Stadium,,,,,,Jurong Stadium,0
"55.4681, 12.1778",Køge Idrætspark,Denmark,Sjælland,,,DK,Køge Idrætspark,0
"33.768178, 132.797594",Ningineer Stadium,,,756.0,20000.0,,Ningineer Stadium,58.52
"34.993478, 135.713961",Nishikyogoku Athletic Stadium,,,778.0,20588.0,,Nishikyogoku Athletic Stadium,60.2405
"1.29589, 103.802",Queenstown Stadium,,,144.0,3800.0,,Queenstown Stadium,7.315
"1.29589, 103.802",Queenstown Stadium,,,144.0,3800.0,,Queenstown Stadium,7.315
"55.83833333, -4.22888889",Shawfield Stadium,,,,,,Shawfield Stadium,0
"62.16, -6.78861111",Skála Stadium,,,,,,Skála Stadium,0
"50.066111, 20.057222",Stadion Suche Stawy,Poland,Małopolskie,246.0,6500.0,PL,Stadion Suche Stawy,15.015
"47.639274, 26.24626",Stadionul Areni,Romania,Nord-Est,265.0,7000.0,RO,Stadionul Areni,16.17
"1.412389, 103.832334",Yishun Stadium,,,129.0,3400.0,,Yishun Stadium,6.545
"-22.35650278, -41.77158056",Moacyrzão,,,605.0,16000.0,,Moacyrzão,46.816
"-13.0744, -55.9242",Estádio Municipal Passo das Emas,,,378.0,10000.0,,Estádio Municipal Passo das Emas,23.1
"-3.745833, -38.536667",Estádio Presidente Vargas,,,779.0,20600.0,,Estádio Presidente Vargas,60.2756
"35.622376, 138.589756",JIT Recycle Ink Stadium,,,643.0,17000.0,,JIT Recycle Ink Stadium,49.742
"36.345278, 140.412222",K's denki Stadium Mito,,,454.0,12000.0,,K's denki Stadium Mito,27.72
"42.1579, -72.4699",Lusitano Stadium,,,113.0,3000.0,,Lusitano Stadium,5.775
"40.92742, 14.17217",Q16608384,Italy,Campania,454.0,12000.0,IT,Q16608384,27.72
"39.6705, -84.2307",Dayton Outpatient Center Stadium,,,132.0,3500.0,,Dayton Outpatient Center Stadium,6.7375
"55.8402, -4.2216",Barrowfield Park,,,,,,Barrowfield Park,0
"17.010638888, -96.572897222",Estadio Independiente MRCI,,,189.0,5000.0,,Estadio Independiente MRCI,11.55
"47.970277777, 21.712777777",Városi Stadion,Hungary,Észak-Alföld,308.0,8150.0,HU,Városi Stadion,18.8265
"52.366666666, 4.883333333",Amsterdam,Netherlands,Noord-Holland,,,NL,Amsterdam,0
"59.434472222, 24.783444444",Kadriorg Stadium,Estonia,Eesti,189.0,5000.0,EE,Kadriorg Stadium,11.55
"-9.436667, 159.971389",Lawson Tama Stadium,,,378.0,10000.0,,Lawson Tama Stadium,23.1
"-9.436667, 159.971389",Lawson Tama Stadium,,,378.0,10000.0,,Lawson Tama Stadium,23.1
"-9.436667, 159.971389",Lawson Tama Stadium,,,945.0,25000.0,,Lawson Tama Stadium,23.1
"-9.436667, 159.971389",Lawson Tama Stadium,,,945.0,25000.0,,Lawson Tama Stadium,23.1
"15.41194444, 44.20144722",Althawra Sports City Stadium,,,1134.0,30000.0,,Althawra Sports City Stadium,87.78
"13.46861111, -16.6775",Independence Stadium,,,1512.0,40000.0,,Independence Stadium,154
"5.837389, -55.160806",André Kamperveen Stadium,,,227.0,6000.0,,André Kamperveen Stadium,13.86
"5.837389, -55.160806",André Kamperveen Stadium,,,227.0,6000.0,,André Kamperveen Stadium,13.86
"48.08713, 7.37921",Colmar Stadium,France,Alsace,265.0,7000.0,FR,Colmar Stadium,16.17
"40.826944444, -73.928055555",Yankee Stadium,,,2192.0,58000.0,,Yankee Stadium,223.3
"42.930556, 13.884722",Stadio Riviera delle Palme,Italy,Marche,521.0,13786.0,IT,Stadio Riviera delle Palme,31.8457
"14.7107147, -17.4584434",Stade Demba Diop,,,567.0,15000.0,,Stade Demba Diop,43.89
"13.8139, 8.98306",Stade de Zinder,,,,,,Stade de Zinder,0
"32.649333333, -16.900361111",Campo do Adelino Rodrigues,Portugal,Região Autónoma da Madeira,76.0,2000.0,PT,Campo do Adelino Rodrigues,3.85
"36.828863, 10.170121",Chedly Zouiten Stadium,,,680.0,18000.0,,Chedly Zouiten Stadium,52.668
"27.695052, 85.314835",Dasarath Rangasala Stadium,,,1134.0,30000.0,,Dasarath Rangasala Stadium,87.78
"27.695052, 85.314835",Dasarath Rangasala Stadium,,,1134.0,30000.0,,Dasarath Rangasala Stadium,87.78
"27.695052, 85.314835",Dasarath Rangasala Stadium,,,1134.0,30000.0,,Dasarath Rangasala Stadium,87.78
"44.11878, 4.09184",Stade Pierre Pibarot,France,Languedoc-Roussillon,378.0,10000.0,FR,Stade Pierre Pibarot,23.1
"40.601389, 49.674722",Mehdi Huseynzade Stadium,,,580.0,15350.0,,Mehdi Huseynzade Stadium,44.9141
"20.705, -103.328139",Jalisco Stadium,,,2389.0,63200.0,,Jalisco Stadium,243.32
"-22.031517, -47.901764",Estádio Luís Augusto de Oliveira,,,378.0,10000.0,,Estádio Luís Augusto de Oliveira,23.1
"47.37031, 1.74035",Stade Jules Ladoumègue,France,Centre — Val de Loire,234.0,6200.0,FR,Stade Jules Ladoumègue,14.322
"4.174083333, 73.513083333",Galolhu National Stadium,,,491.0,13000.0,,Galolhu National Stadium,30.03
"4.1684, 73.5368",Galolhu National Stadium,,,491.0,13000.0,,Galolhu National Stadium,30.03
"3.08225, 101.544944",Shah Alam Stadium,,,3038.0,80372.0,,Shah Alam Stadium,402.262
"11.558361, 104.912083",Olympic Stadium,,,1890.0,50000.0,,Olympic Stadium,192.5
"11.558361, 104.912083",Olympic Stadium,,,1890.0,50000.0,,Olympic Stadium,192.5
"52.313522, 4.928914",Sportpark De Toekomst,Netherlands,Noord-Holland,189.0,5000.0,NL,Sportpark De Toekomst,11.55
"51.893603, 4.522934",Sportcomplex Varkenoord,Netherlands,Zuid-Holland,,,NL,Sportcomplex Varkenoord,0
"50.866494, 3.825914",Stedelijk sportstadion Jules Matthijs,Belgium,Prov. Oost-Vlaanderen,265.0,7000.0,BE,Stedelijk sportstadion Jules Matthijs,16.17
"-17.60666667, 177.45222222",Churchill Park,,,567.0,15000.0,,Churchill Park,43.89
"51.03555556, 2.39027778",Stade Marcel Tribut,France,Nord-Pas de Calais,159.0,4200.0,FR,Stade Marcel Tribut,8.085
"48.674722, 33.103611",CSC Nika Stadium,,,265.0,7000.0,,CSC Nika Stadium,16.17
"12.924339, 100.937163",Nongprue Stadium,,,189.0,5000.0,,Nongprue Stadium,11.55
"-20.130895, 28.569624",Barbourfields Stadium,,,1512.0,40000.0,,Barbourfields Stadium,154
"32.878191, -6.90738",Complexe OCP,,,378.0,10000.0,,Complexe OCP,23.1
"52.8759, -3.02631",Park Hall,,,78.0,2056.0,,Park Hall,3.9578
"53.55491389, -2.65066111","Springfield Park, Wigan",,,454.0,12000.0,,"Springfield Park, Wigan",27.72
"35.21361111, 33.33777778",Nicosia Atatürk Stadium,Cyprus,Kýpros,1058.0,28000.0,CY,Nicosia Atatürk Stadium,81.928
"44.94561, 4.919267",Stade Georges Pompidou,France,Rhône-Alpes,572.0,15128.0,FR,Stade Georges Pompidou,44.2645
"16.00539, -61.74174",Stade St. Claude,,,378.0,10000.0,,Stade St. Claude,23.1
"36.749411, 5.046539",Stade de l'Unité Maghrébine,,,718.0,19000.0,,Stade de l'Unité Maghrébine,55.594
"12.604444, -7.921667",Stade du 26 Mars,,,1890.0,50000.0,,Stade du 26 Mars,192.5
"50.4783, 4.20103",Stade du Tivoli,Belgium,Prov. Hainaut,510.0,13500.0,BE,Stade du Tivoli,31.185
"43.702778, 16.653889",Gradski stadion,Croatia,Jadranska Hrvatska,117.0,3096.0,HR,Gradski stadion,5.9598
"35.52766, 35.785335",Al-Assad Stadium,,,1323.0,35000.0,,Al-Assad Stadium,102.41
"32.083333, 20.266667",Martyrs of February Stadium,,,399.0,10550.0,,Martyrs of February Stadium,24.3705
"49.946, 36.1812",Nova Bavaria Stadium,,,78.0,2057.0,,Nova Bavaria Stadium,3.95973
"-7.11342, 112.429",Surajaya Stadium,,,,,,Surajaya Stadium,0
"55.4231, 37.5328",Trud Stadium,,,452.0,11962.0,,Trud Stadium,27.6322
"37.405397, 126.946446",Anyang Sports Complex,,,648.0,17143.0,,Anyang Sports Complex,50.1604
"53.475314, -2.043864",Bower Fold,,,246.0,6500.0,,Bower Fold,15.015
"39.09487778, -9.25659444",Campo Manuel Marques,Portugal,Oeste e Vale do Tejo,92.0,2431.0,PT,Campo Manuel Marques,4.67967
"37.5497, -77.4868",City Stadium,,,832.0,22000.0,,City Stadium,64.372
"28.966697, -13.554307",Ciudad Deportiva de Lanzarote,Spain,Canarias,265.0,7000.0,ES,Ciudad Deportiva de Lanzarote,16.17
"6.136022222, 100.371763888",Darul Aman Stadium,,,1224.0,32387.0,,Darul Aman Stadium,94.7644
"31.0375, 31.3572",El Mansoura Stadium,,,,,,El Mansoura Stadium,0
"-11.4967628, -77.2171497",Estadio Julio Lores Colán,,,225.0,5962.0,,Estadio Julio Lores Colán,13.7722
"13.671667, -89.299444",Estadio Las Delicias,,,378.0,10000.0,,Estadio Las Delicias,23.1
"51.28, 0.515833",Gallagher Stadium,,,84.0,2226.0,,Gallagher Stadium,4.28505
"-6.583517, 110.66369",Gelora Bumi Kartini Stadium,,,756.0,20000.0,,Gelora Bumi Kartini Stadium,58.52
"4.609433, 101.103439",Perak Stadium,,,,,,Perak Stadium,0
"42.30314, -1.97261",Q5964866,Spain,La Rioja,,,ES,Q5964866,0
"39.8358, 33.5037",Fikret Karabudak Stadium,TR,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",204.0,5402.0,TR,Fikret Karabudak Stadium,12.4786
"44.8067, 15.864",Stadion pod Borićima,BA,Federacija Bosne i Hercegovine,284.0,7500.0,BA,Stadion pod Borićima,17.325
"59.42083333, 10.67138889",Melløs Stadion,Norway,Oslo og Viken,356.0,9410.0,NO,Melløs Stadion,21.7371
"-40.3464, 175.635","Memorial Park, Palmerston North",,,302.0,8000.0,,"Memorial Park, Palmerston North",18.48
"-33.831944, 151.209444",North Sydney Oval,,,756.0,20000.0,,North Sydney Oval,58.52
"51.7459, -1.2431",Roger Bannister running track,,,19.0,500.0,,Roger Bannister running track,0.9625
"-4.2075, 12.6856",Stade Paul Sayal Moukila,,,756.0,20000.0,,Stade Paul Sayal Moukila,58.52
"49.457347222, 6.033197222","Stade Municipal, Rumelange",France,Lorraine,,,FR,"Stade Municipal, Rumelange",0
"33.8658741, 10.1056385",Stade Municipal de Gabès,,,567.0,15000.0,,Stade Municipal de Gabès,43.89
"1.6087, 11.5822",Stade d'Akouakam,,,,,,Stade d'Akouakam,0
"12.293611, -1.493056",Stade de l'USFA,,,340.0,9000.0,,Stade de l'USFA,20.79
"18.0824, -15.9716",Stade Cheikha Ould Boïdiya,,,189.0,5000.0,,Stade Cheikha Ould Boïdiya,11.55
"44.8583, 15.8342",Stadion Veruda,BA,Federacija Bosne i Hercegovine,,,BA,Stadion Veruda,0
"58.3789, 13.8406",Södermalms IP,Sweden,Västsverige,,,SE,Södermalms IP,0
"52.977212, -3.069646",The Rock,,,113.0,3000.0,,The Rock,5.775
"53.9181, 30.3225",Torpedo Stadium,,,132.0,3500.0,,Torpedo Stadium,6.7375
"34.444836111, 35.836716666",Tripoli Municipal Stadium,,,,,,Tripoli Municipal Stadium,0
"2.726359, 101.982672",Tuanku Abdul Rahman Stadium,,,1512.0,40000.0,,Tuanku Abdul Rahman Stadium,154
"49.8085, 6.50567",VictoriArena,Germany,Trier,,,DE,VictoriArena,0
"-34.85823889, -56.12243889",Estadio Obdulio Varela,,,302.0,8000.0,,Estadio Obdulio Varela,18.48
"-17.856125, -41.50241944",Q10277357,,,,,,Q10277357,0
"67.840555555, 20.247222222",Lombia IP,Sweden,Övre Norrland,,,SE,Lombia IP,0
"49.776629, 14.677938",Městský stadion,Czechia,Střední Čechy,302.0,8000.0,CZ,Městský stadion,18.48
"60.152, 11.189",UKI Arena,Norway,Oslo og Viken,170.0,4500.0,NO,UKI Arena,8.6625
"40.102944444, 19.740472222",Petro Ruci Stadium,AL,Jug,76.0,2000.0,AL,Petro Ruci Stadium,3.85
"52.8146, -1.6335",Derby Turn,,,,,,Derby Turn,0
"-18.223827777, 178.167797222",Thomson Park,,,,,,Thomson Park,0
"55.9002, -3.7002",Volunteer Park,,,113.0,3000.0,,Volunteer Park,5.775
"5.72377778, -55.20027778",Nacionello Stadion,,,,,,Nacionello Stadion,0
"5.79944444, -55.12138889",Meerzorg Stadion,,,,,,Meerzorg Stadion,0
"52.364355, 30.426597",Central Stadium,,,,,,Central Stadium,0
"43.158292, 19.117635",Ravni Žabljak Stadium,ME,Crna Gora,,,ME,Ravni Žabljak Stadium,0
"51.270816, 12.37273",Sportpark Camillo Ugi,Germany,Leipzig,87.0,2300.0,DE,Sportpark Camillo Ugi,4.4275
"40.291111, 44.352222",Kasakhi Marzik Stadium,,,136.0,3600.0,,Kasakhi Marzik Stadium,6.93
"32.05173, 34.76148",Bloomfield Stadium,,,1111.0,29400.0,,Bloomfield Stadium,86.0244
